step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
16,PAYMENT,12831.89,C234776631,50296.0,37464.11,M2122288395,0.0,0.0,0,0
43,CASH_OUT,18559.02,C1214953448,54817.0,36257.98,C893701675,26143.82,13465.35,0,0
18,CASH_IN,2183.1,C1336222938,17500000.0,17500000.0,C490060869,228728.15,226545.05,0,0
39,CASH_OUT,122210.08,C2129497076,0.0,0.0,C594158462,1403269.47,1525479.56,0,0
42,CASH_IN,37077.76,C513369534,7010118.24,7047196.0,C4662157,69869.91,32792.15,0,0
20,CASH_OUT,359964.16,C717688650,12892.0,0.0,C1387621766,0.0,359964.16,0,0
16,CASH_OUT,27755.78,C1710305583,6032.0,0.0,C2037387526,1485080.63,1512836.41,0,0
8,CASH_IN,188520.53,C1880589092,3304943.63,3493464.16,C307531674,229699.79,41179.26,0,0
41,CASH_OUT,82308.73,C452683553,12704.0,0.0,C1522245593,2340917.15,2593744.06,0,0
40,CASH_IN,42967.02,C849770704,21200000.0,21300000.0,C1090236546,56364.35,13397.33,0,0
9,PAYMENT,7749.47,C145936654,0.0,0.0,M1754784548,0.0,0.0,0,0
47,PAYMENT,3617.26,C2087628171,753813.0,750195.74,M681288112,0.0,0.0,0,0
39,CASH_IN,2100.49,C1248419245,3241240.51,3243341.0,C1930736968,666676.12,664575.63,0,0
19,CASH_IN,309196.25,C742454371,2502781.81,2811978.06,C1514834483,2233169.25,1975566.28,0,0
42,CASH_OUT,163395.51,C1503662481,34621.0,0.0,C1040988184,159791.07,323186.58,0,0
18,CASH_OUT,231245.43,C1692826845,0.0,0.0,C1372468224,823951.82,1055197.25,0,0
9,CASH_OUT,176673.72,C1299770217,1862314.32,1685640.59,C114730398,66628.0,228905.4,0,0
21,CASH_IN,9946.97,C389742213,30564.0,40510.97,C542787796,256834.14,246887.17,0,0
12,CASH_OUT,45947.51,C292733755,0.0,0.0,C2042962245,1686784.85,1502308.95,0,0
21,PAYMENT,8269.47,C2082886523,36648.0,28378.53,M801007908,0.0,0.0,0,0
44,CASH_IN,58394.69,C205622370,17900000.0,18000000.0,C766653476,1936487.2,1878092.51,0,0
10,PAYMENT,4027.52,C1423916861,78625.0,74597.48,M1841152025,0.0,0.0,0,0
9,PAYMENT,17188.5,C141512742,40154.75,22966.24,M1105994006,0.0,0.0,0,0
8,TRANSFER,64625.75,C1822882124,0.0,0.0,C1805683209,7363455.75,7428081.5,0,0
11,PAYMENT,302.77,C409422698,24715.72,24412.96,M26052087,0.0,0.0,0,0
47,CASH_OUT,84452.09,C1664381595,3593.0,0.0,C968614268,2216397.27,2300849.35,0,0
37,CASH_OUT,123024.26,C459279103,0.0,0.0,C2008647667,9452155.75,9575180.02,0,0
43,CASH_IN,82470.52,C1762138813,317779.42,400249.94,C630256320,708137.12,625666.6,0,0
18,PAYMENT,8564.62,C907345949,0.0,0.0,M810506617,0.0,0.0,0,0
14,CASH_IN,87163.39,C1592640803,7533.0,94696.39,C783335140,89768.13,2604.74,0,0
42,PAYMENT,13832.75,C687910696,127301.99,113469.24,M1059666154,0.0,0.0,0,0
17,CASH_OUT,62339.83,C908131450,5154.0,0.0,C2105549604,13379.0,0.0,0,0
18,CASH_OUT,35892.87,C824887528,118706.0,82813.13,C1669771477,0.0,35892.87,0,0
41,TRANSFER,6327.15,C185196874,0.0,0.0,C295981634,290466.25,296793.4,0,0
19,PAYMENT,4905.64,C579988560,161866.1,156960.46,M667668448,0.0,0.0,0,0
19,PAYMENT,13107.84,C1347933743,238591.56,225483.71,M870578396,0.0,0.0,0,0
43,PAYMENT,596.91,C2071773184,0.0,0.0,M326116403,0.0,0.0,0,0
15,TRANSFER,671669.74,C1363924791,84895.0,0.0,C1116292004,7602280.8,8540096.45,0,0
39,PAYMENT,12688.99,C66007495,0.0,0.0,M1745681908,0.0,0.0,0,0
17,PAYMENT,12551.18,C2119615142,0.0,0.0,M524892793,0.0,0.0,0,0
21,CASH_IN,259338.96,C1547201134,1040819.47,1300158.43,C1933360826,23000000.0,22800000.0,0,0
35,PAYMENT,5224.31,C764010975,0.0,0.0,M1533164056,0.0,0.0,0,0
7,PAYMENT,1131.19,C459984036,126262.0,125130.81,M407201667,0.0,0.0,0,0
38,CASH_IN,125448.94,C1817777239,21786.0,147234.94,C638208853,1980369.27,2106454.35,0,0
38,PAYMENT,4257.1,C517659648,30.0,0.0,M2027241851,0.0,0.0,0,0
15,CASH_OUT,938.62,C1052573427,441718.0,440779.38,C2093546827,393433.51,394372.12,0,0
19,PAYMENT,4484.62,C309967323,0.0,0.0,M1119995925,0.0,0.0,0,0
34,PAYMENT,11678.71,C745892805,20744.0,9065.29,M387564398,0.0,0.0,0,0
44,PAYMENT,14643.79,C83633242,55184.0,40540.21,M588656724,0.0,0.0,0,0
20,CASH_IN,177126.04,C216197450,6484364.15,6661490.19,C1497693168,2328413.85,2185240.35,0,0
35,CASH_IN,382528.38,C1767048554,6721568.93,7104097.31,C1434179268,848230.83,477634.3,0,0
42,PAYMENT,21377.92,C444921426,0.0,0.0,M1954462367,0.0,0.0,0,0
9,CASH_OUT,11404.67,C512053880,0.0,0.0,C491284231,51681.0,165646.56,0,0
42,PAYMENT,8393.02,C288295466,150527.0,142133.98,M34360373,0.0,0.0,0,0
8,PAYMENT,2040.89,C1878061470,51635.47,49594.58,M1928276701,0.0,0.0,0,0
20,CASH_OUT,179700.61,C973915864,932.0,0.0,C273854464,0.0,179700.61,0,0
40,CASH_OUT,69.48,C1155827172,0.0,0.0,C679717764,607317.36,607386.84,0,0
19,CASH_IN,258121.39,C5481048,7586011.7,7844133.09,C1015035158,866587.03,608465.64,0,0
44,PAYMENT,946.36,C656475147,10387.0,9440.64,M1211202815,0.0,0.0,0,0
19,CASH_OUT,270479.28,C1987114783,0.0,0.0,C78251313,301789.6,714944.46,0,0
8,PAYMENT,10651.26,C656028320,0.0,0.0,M1272216757,0.0,0.0,0,0
15,PAYMENT,10310.61,C1390821318,0.0,0.0,M1838041779,0.0,0.0,0,0
19,CASH_IN,82757.0,C388326314,20300000.0,20300000.0,C1625671540,301936.69,219179.69,0,0
20,CASH_OUT,402655.12,C1497022009,0.0,0.0,C1660507242,2194989.47,2597644.59,0,0
33,CASH_OUT,53142.96,C1575207309,900262.0,847119.04,C1405220014,377175.49,430318.45,0,0
95,PAYMENT,789.77,C386614070,30791.0,30001.23,M919485291,0.0,0.0,0,0
41,PAYMENT,876.28,C1958121967,10942.0,10065.72,M732026094,0.0,0.0,0,0
12,CASH_OUT,239880.53,C419238286,0.0,0.0,C1052798573,694943.68,934824.21,0,0
40,CASH_IN,104146.97,C626886697,34476.0,138622.97,C731981379,0.0,0.0,0,0
19,CASH_OUT,267628.09,C1793981686,5010.0,0.0,C877179777,0.0,238751.27,0,0
45,CASH_OUT,20529.76,C407581547,0.0,0.0,C2059765503,20893.17,41422.94,0,0
9,PAYMENT,11434.87,C946474083,0.0,0.0,M466191458,0.0,0.0,0,0
43,TRANSFER,1324534.74,C1664000185,30376.0,0.0,C1886942808,1973239.06,3341359.09,0,0
12,CASH_IN,390522.78,C1699687178,40546.0,431068.78,C1251601692,101834.0,0.0,0,0
11,PAYMENT,6210.16,C496742241,0.0,0.0,M920999414,0.0,0.0,0,0
9,PAYMENT,7718.44,C973451033,11288.0,3569.56,M483845148,0.0,0.0,0,0
37,PAYMENT,3967.01,C1378475499,15018.85,11051.84,M822291206,0.0,0.0,0,0
9,CASH_OUT,120376.05,C1804652434,24733.0,0.0,C1193568854,20202.0,276787.26,0,0
10,TRANSFER,2312761.6,C34739012,193450.7,0.0,C441398584,6251716.45,10200000.0,0,0
34,CASH_OUT,29604.64,C786923660,179501.0,149896.36,C964031088,32889.7,0.0,0,0
43,PAYMENT,952.04,C1051582009,7513.84,6561.8,M7318666,0.0,0.0,0,0
13,PAYMENT,36301.41,C1962728063,0.0,0.0,M1460487398,0.0,0.0,0,0
16,PAYMENT,1370.08,C987814958,0.0,0.0,M746656128,0.0,0.0,0,0
35,PAYMENT,17302.35,C1835273364,38732.4,21430.05,M1851743058,0.0,0.0,0,0
44,CASH_OUT,135300.9,C1203330430,0.0,0.0,C1861088828,177263.51,312564.41,0,0
18,TRANSFER,118815.72,C217702442,135.0,0.0,C1316838608,21303.0,0.0,0,0
37,CASH_IN,687222.12,C26960637,740.0,687962.12,C1173517405,108862.78,0.0,0,0
18,CASH_IN,187876.92,C743852017,22100000.0,22300000.0,C1831133981,491663.38,441210.18,0,0
16,CASH_IN,210852.22,C159199135,3348570.3,3559422.51,C692921734,3858196.81,3718363.62,0,0
33,PAYMENT,8208.04,C657088933,0.0,0.0,M1238826743,0.0,0.0,0,0
36,PAYMENT,6723.81,C858028736,0.0,0.0,M287744937,0.0,0.0,0,0
41,PAYMENT,7193.35,C1106475360,103037.69,95844.34,M1656580462,0.0,0.0,0,0
19,CASH_OUT,108326.66,C1042424313,29751.42,0.0,C1715370244,116747.25,225073.91,0,0
43,CASH_IN,4842.01,C182957549,30893.0,35735.01,C1419692439,0.0,0.0,0,0
41,CASH_OUT,249179.44,C1994076832,24459.0,0.0,C7572520,28578.39,153664.73,0,0
19,PAYMENT,4441.88,C600424090,66324.0,61882.12,M628961942,0.0,0.0,0,0
44,PAYMENT,24879.29,C1173484747,0.0,0.0,M549955608,0.0,0.0,0,0
45,TRANSFER,390469.23,C1156341875,160940.0,0.0,C1989490356,44479.03,434948.26,0,0
41,PAYMENT,4685.94,C367437445,2722.0,0.0,M148766360,0.0,0.0,0,0
42,CASH_OUT,61094.54,C1503985046,5006.0,0.0,C592532406,3428.75,64523.29,0,0
16,CASH_IN,304980.05,C1905956125,2772319.68,3077299.73,C1663640317,355514.06,50534.01,0,0
38,PAYMENT,3659.07,C1096349785,0.0,0.0,M1936528697,0.0,0.0,0,0
34,PAYMENT,24684.54,C2146063130,205440.0,180755.46,M1371026659,0.0,0.0,0,0
18,CASH_OUT,105566.19,C1705334968,452.0,0.0,C667006171,87714.4,193280.59,0,0
23,PAYMENT,4313.85,C1781530081,139712.0,135398.15,M1778686611,0.0,0.0,0,0
13,CASH_IN,77601.58,C1114719327,14500000.0,14600000.0,C69335151,7931247.96,7853646.38,0,0
40,CASH_IN,61402.18,C957889962,5977085.4,6038487.58,C22043098,6634586.43,6573184.25,0,0
12,CASH_OUT,423336.54,C877107583,0.0,0.0,C639695157,726890.13,682226.32,0,0
20,CASH_IN,57319.74,C1887701052,44302.0,101621.74,C717575644,226885.83,169566.09,0,0
14,CASH_OUT,332173.95,C1658292815,0.0,0.0,C1877764981,4759179.71,5075241.2,0,0
18,CASH_OUT,17168.69,C580031615,14172.0,0.0,C729255592,1255063.13,1662477.39,0,0
26,TRANSFER,226788.34,C253513796,14692.0,0.0,C1121803751,1228541.84,1455330.18,0,0
20,CASH_OUT,197867.1,C601706468,0.0,0.0,C2072683933,3618136.66,4083593.62,0,0
42,CASH_OUT,47429.15,C1200906926,0.0,0.0,C813039530,1590468.03,1637897.18,0,0
95,PAYMENT,12100.23,C1175589123,100585.0,88484.77,M832995779,0.0,0.0,0,0
14,CASH_OUT,68426.43,C1449865405,11336.0,0.0,C589951302,2901677.96,2970104.39,0,0
40,CASH_OUT,208127.42,C1941814679,0.0,0.0,C2075356874,296072.08,504199.5,0,0
13,PAYMENT,18341.43,C158022343,0.0,0.0,M1176370765,0.0,0.0,0,0
18,PAYMENT,8421.58,C876313168,29453.0,21031.42,M1550032276,0.0,0.0,0,0
10,PAYMENT,4418.28,C1912179718,4024047.53,4019629.26,M862808833,0.0,0.0,0,0
37,CASH_OUT,290521.99,C1460406841,161381.42,0.0,C1356591035,3364921.52,3655443.5,0,0
48,CASH_OUT,215746.61,C447816525,7031.0,0.0,C1660272018,0.0,215746.61,0,0
41,TRANSFER,44640.19,C1813981800,0.0,0.0,C233230125,3588085.4,3632725.59,0,0
23,PAYMENT,2341.73,C1142734649,49773.0,47431.27,M71408993,0.0,0.0,0,0
42,CASH_OUT,191753.38,C868623401,35312.0,0.0,C1957802478,231739.25,423492.63,0,0
35,CASH_OUT,215145.73,C43190296,6017.0,0.0,C1439428855,573941.31,789087.04,0,0
14,TRANSFER,688384.25,C381464257,0.0,0.0,C1436715022,3172323.27,3860707.52,0,0
40,CASH_IN,186246.28,C1636485266,3226894.01,3413140.29,C1926673338,9277463.47,9026040.17,0,0
44,PAYMENT,1701.69,C1101303861,0.0,0.0,M1940189439,0.0,0.0,0,0
42,PAYMENT,6469.42,C2141359979,59732.53,53263.12,M892285727,0.0,0.0,0,0
18,CASH_IN,40950.22,C288383118,4476267.17,4517217.39,C35263828,1208139.82,1930510.37,0,0
8,PAYMENT,9934.91,C609354322,0.0,0.0,M413968278,0.0,0.0,0,0
41,TRANSFER,530734.72,C1991215146,364015.39,0.0,C1852892692,2142050.61,2672785.33,0,0
17,CASH_OUT,161647.09,C77560843,0.0,0.0,C916869225,3801856.09,4032469.61,0,0
14,CASH_IN,268770.4,C578225102,96301.0,365071.4,C1002002601,14100000.0,14000000.0,0,0
39,PAYMENT,12672.19,C808338295,41003.4,28331.21,M1645559308,0.0,0.0,0,0
41,TRANSFER,464502.24,C979968335,49907.96,0.0,C312366166,1293937.84,1758440.08,0,0
34,CASH_IN,129022.66,C829014473,2713256.32,2842278.98,C101686374,739624.48,1135660.47,0,0
18,CASH_OUT,257346.74,C440157627,61679.0,0.0,C407285824,1935632.84,2192979.58,0,0
16,CASH_IN,401429.22,C1630755595,2640455.02,3041884.24,C1624477723,6301392.1,5899962.88,0,0
11,PAYMENT,3480.1,C1304522012,91894.99,88414.89,M1611908089,0.0,0.0,0,0
24,CASH_OUT,76507.7,C2029709738,808.0,0.0,C2014775691,2849834.32,2926342.01,0,0
35,PAYMENT,2834.33,C1693539182,15760.0,12925.67,M971900958,0.0,0.0,0,0
10,CASH_OUT,37616.58,C1341063906,357460.4,319843.82,C2127132683,111132.52,629131.91,0,0
43,CASH_OUT,324168.16,C943369726,0.0,0.0,C1655970864,368051.92,692220.08,0,0
37,PAYMENT,42458.38,C111969310,51955.0,9496.62,M987382561,0.0,0.0,0,0
36,CASH_OUT,79271.66,C3216664,0.0,0.0,C967278602,470215.35,549487.01,0,0
36,CASH_OUT,216355.36,C1056014636,191569.32,0.0,C2034996608,299959.86,516315.22,0,0
15,CASH_OUT,196248.52,C140748390,101398.05,0.0,C1323741703,8268273.73,7790435.88,0,0
26,PAYMENT,1378.63,C876650554,41945.0,40566.37,M1710179889,0.0,0.0,0,0
42,TRANSFER,1566057.28,C646867271,1566057.28,0.0,C701554593,0.0,0.0,1,0
19,CASH_OUT,6654.56,C59440256,0.0,0.0,C124841249,1376398.75,1383053.31,0,0
15,CASH_OUT,10380.21,C586251035,38640.0,28259.79,C2146203898,1780.0,340294.88,0,0
37,PAYMENT,2298.75,C1773541012,256293.0,253994.25,M88741126,0.0,0.0,0,0
41,PAYMENT,9289.24,C1436875545,29867.11,20577.87,M998090698,0.0,0.0,0,0
40,PAYMENT,18124.74,C969102560,0.0,0.0,M1547987508,0.0,0.0,0,0
33,CASH_OUT,95726.1,C1147525622,12298.0,0.0,C1993583004,5478881.84,5574607.94,0,0
36,CASH_OUT,100927.35,C289541982,39958.0,0.0,C15237290,2120935.22,2029480.27,0,0
7,CASH_IN,67666.32,C1479621427,7433461.53,7501127.85,C313124964,7206813.28,7930883.53,0,0
21,CASH_IN,148919.19,C1920850156,1619799.38,1768718.57,C288440707,4345777.86,4196858.67,0,0
15,PAYMENT,14401.48,C1327585008,0.0,0.0,M1088776895,0.0,0.0,0,0
17,CASH_IN,172087.6,C1474884202,6414361.42,6586449.02,C634804621,542612.49,370524.89,0,0
14,CASH_OUT,297101.87,C1772727988,0.0,0.0,C171905446,529946.39,827048.26,0,0
36,CASH_IN,72220.6,C779436288,2630728.15,2702948.75,C1847698411,233789.68,161569.07,0,0
45,PAYMENT,2546.18,C5502832,11212.0,8665.82,M711357316,0.0,0.0,0,0
40,CASH_IN,273549.72,C1745799148,6241453.25,6515002.97,C892503761,2765783.15,2492233.43,0,0
11,CASH_OUT,181261.29,C865509997,1821.0,0.0,C1886301021,79161.11,260422.4,0,0
13,TRANSFER,2081259.49,C892348340,15775.0,0.0,C1358392802,0.0,2557555.58,0,0
37,PAYMENT,22063.3,C327353492,0.0,0.0,M237250980,0.0,0.0,0,0
44,CASH_OUT,168918.89,C1220753869,0.0,0.0,C1834000338,998373.61,1167292.5,0,0
13,PAYMENT,2295.91,C1511639709,18821.0,16525.09,M945724421,0.0,0.0,0,0
34,PAYMENT,5909.63,C1633969396,0.0,0.0,M638575863,0.0,0.0,0,0
42,CASH_OUT,136282.97,C1050936311,280.0,0.0,C1841155360,367880.95,504163.93,0,0
44,CASH_OUT,8361.37,C1333730698,9416.0,1054.63,C1443989291,1409839.22,1418200.59,0,0
38,PAYMENT,697.98,C1210637367,0.0,0.0,M1053600454,0.0,0.0,0,0
20,PAYMENT,1699.57,C1056368868,61646.0,59946.43,M1381950120,0.0,0.0,0,0
14,CASH_OUT,304439.0,C296363555,21157.0,0.0,C449117351,22027.0,0.0,0,0
20,PAYMENT,10053.64,C398252462,12490.92,2437.29,M238640162,0.0,0.0,0,0
45,CASH_IN,449916.25,C672213937,4937452.62,5387368.87,C234092234,1157077.36,620215.24,0,0
15,CASH_OUT,22787.86,C1587943470,0.0,0.0,C164263014,4356160.55,4600572.93,0,0
17,PAYMENT,6060.3,C1665909763,322553.09,316492.79,M372626285,0.0,0.0,0,0
40,CASH_OUT,110176.28,C2105480605,0.0,0.0,C2007792854,4053369.61,4163545.89,0,0
17,CASH_OUT,375880.78,C73528084,41851.0,0.0,C1303562191,0.0,375880.78,0,0
38,CASH_OUT,92459.44,C431209180,0.0,0.0,C933078890,576281.73,668741.18,0,0
9,TRANSFER,816048.57,C1106800104,0.0,0.0,C2072302823,862144.26,1678192.82,0,0
40,CASH_IN,248234.36,C1984194214,31045.0,279279.36,C1519707720,26301.75,0.0,0,0
34,CASH_IN,80435.54,C875336790,11600000.0,11600000.0,C1220152014,224397.65,0.0,0,0
37,PAYMENT,17503.36,C1530992374,47197.0,29693.64,M1795105082,0.0,0.0,0,0
9,CASH_OUT,88017.54,C1944784847,0.0,0.0,C1756877039,225417.28,612805.43,0,0
44,CASH_IN,43363.54,C1271952760,28936.0,72299.54,C815889549,808677.35,765313.81,0,0
10,CASH_IN,96163.81,C101736762,437793.5,533957.31,C786113584,10525.0,0.0,0,0
22,CASH_OUT,306310.78,C656477222,62375.94,0.0,C346880788,1388509.72,1694820.5,0,0
41,PAYMENT,6273.31,C1545770527,0.0,0.0,M573587700,0.0,0.0,0,0
18,CASH_OUT,135689.67,C1042485101,294.0,0.0,C18632336,950210.83,1085900.51,0,0
18,PAYMENT,8327.7,C1673075949,0.0,0.0,M1499070975,0.0,0.0,0,0
11,CASH_IN,602677.25,C1498945827,4011.0,606688.25,C1673777079,57654.79,0.0,0,0
22,CASH_OUT,126979.63,C471408384,0.0,0.0,C298251125,2733732.52,2860712.15,0,0
41,CASH_IN,304307.31,C22039725,12474.0,316781.31,C191603818,0.0,0.0,0,0
14,CASH_OUT,207003.25,C453734577,0.0,0.0,C925284829,284222.64,1324676.42,0,0
13,CASH_OUT,369892.31,C1936169143,51336.0,0.0,C599893207,7326348.66,7696240.97,0,0
17,CASH_OUT,86255.15,C633132549,0.0,0.0,C1491988135,3308224.44,3394479.59,0,0
20,TRANSFER,198699.2,C103688628,507680.0,308980.8,C1288873537,0.0,198699.2,0,0
35,CASH_OUT,256551.09,C841797588,18870.65,0.0,C1112727344,0.0,492474.35,0,0
21,CASH_OUT,71347.01,C1820727528,0.0,0.0,C32157820,2590311.46,2661658.47,0,0
39,CASH_IN,360036.94,C1346140112,144.0,360180.94,C138848024,0.0,0.0,0,0
42,CASH_OUT,291033.24,C2016857733,660521.0,369487.76,C772055450,467319.74,758352.99,0,0
6,TRANSFER,160869.97,C1182015948,7042.0,0.0,C1494895909,139506.0,905385.44,0,0
43,CASH_IN,262185.94,C911527319,2737196.55,2999382.49,C87380099,603515.29,341329.35,0,0
33,CASH_IN,228958.81,C965161310,8381272.29,8610231.1,C143741284,805825.73,576866.92,0,0
11,TRANSFER,314808.13,C1992542299,0.0,0.0,C241328157,950979.84,1265787.97,0,0
33,CASH_OUT,84907.48,C1688197500,0.0,0.0,C1046207224,421714.11,506621.6,0,0
14,CASH_OUT,426953.74,C1977247761,1820.0,0.0,C1228012657,0.0,426953.74,0,0
13,CASH_OUT,112805.51,C1765023932,0.0,0.0,C612216079,379646.15,492451.66,0,0
16,PAYMENT,3219.98,C1532318762,0.0,0.0,M716972364,0.0,0.0,0,0
22,TRANSFER,642133.06,C2016375638,0.0,0.0,C256474898,704598.72,1346731.77,0,0
48,PAYMENT,7918.52,C561464454,754.0,0.0,M49702171,0.0,0.0,0,0
18,PAYMENT,767.95,C314915424,0.0,0.0,M2065425582,0.0,0.0,0,0
11,CASH_OUT,356623.34,C1413357550,220893.0,0.0,C906530326,1801034.44,2157657.78,0,0
39,TRANSFER,224119.43,C1802340501,0.0,0.0,C1987430617,605118.67,1133364.29,0,0
48,CASH_IN,17443.07,C1050551683,3397003.33,3414446.4,C190416641,3218276.24,3200833.17,0,0
17,CASH_OUT,126528.65,C1967659408,1191.0,0.0,C1948642759,80987.0,207515.65,0,0
37,CASH_IN,46685.4,C184566145,1521853.1,1568538.5,C680521527,1779438.1,1732752.71,0,0
19,CASH_OUT,111884.84,C2130747818,0.0,0.0,C206443140,1145035.74,1361613.43,0,0
20,CASH_OUT,152673.23,C1960647534,0.0,0.0,C284521256,1440699.26,1485983.24,0,0
11,CASH_OUT,408638.83,C639773947,47274.2,0.0,C1437542573,70839.08,797917.38,0,0
41,TRANSFER,65275.36,C1554776700,0.0,0.0,C1914157774,131191.35,196466.71,0,0
34,TRANSFER,2994093.09,C1530093966,57301.0,0.0,C2082174123,164975.03,3159068.11,0,0
16,CASH_OUT,339103.89,C661331184,76766.0,0.0,C1845848960,2116901.52,2531598.3,0,0
13,CASH_IN,190779.66,C662470123,3959770.33,4150549.99,C1533238238,3024077.93,2833298.27,0,0
19,CASH_IN,453715.65,C1226756314,1378853.36,1832569.01,C1746996407,874386.65,420671.0,0,0
15,CASH_OUT,314512.03,C823831343,64251.0,0.0,C1551945522,1120918.15,1726218.46,0,0
40,CASH_IN,122246.01,C221889145,18000000.0,18100000.0,C1750625956,1730384.9,1608138.9,0,0
20,CASH_OUT,141556.99,C1635300678,24351.0,0.0,C32534394,279738.71,421295.7,0,0
8,TRANSFER,1296518.75,C995854925,0.0,0.0,C461640598,10400000.0,11500000.0,0,0
14,PAYMENT,13338.92,C781890980,0.0,0.0,M1150913832,0.0,0.0,0,0
40,TRANSFER,861269.82,C1627359096,0.0,0.0,C962696536,4979053.83,5840323.65,0,0
45,CASH_OUT,102112.07,C1476307189,200167.0,98054.93,C1861436758,525376.8,627488.87,0,0
39,CASH_IN,87475.88,C1795137250,9887.0,97362.88,C672521592,891105.41,961804.4,0,0
64,TRANSFER,3097121.75,C941791959,3097121.75,0.0,C1945517835,0.0,0.0,1,0
46,PAYMENT,11072.18,C1993311703,217335.33,206263.15,M1123562430,0.0,0.0,0,0
35,PAYMENT,927.52,C763081159,0.0,0.0,M1513672187,0.0,0.0,0,0
42,PAYMENT,3651.07,C970651049,0.0,0.0,M1425231809,0.0,0.0,0,0
20,TRANSFER,55494.19,C1531689354,187554.77,132060.58,C1830967838,486286.45,541780.64,0,0
41,CASH_IN,235605.66,C1241859717,1547863.48,1783469.14,C976503294,1821324.18,1585718.52,0,0
40,CASH_IN,156781.44,C530095640,15573.0,172354.44,C159355091,0.0,0.0,0,0
36,TRANSFER,254956.7,C1417191355,0.0,0.0,C1021073489,1157175.71,1412132.41,0,0
20,CASH_IN,55025.54,C977650225,40147.0,95172.54,C193515447,0.0,0.0,0,0
19,CASH_IN,237764.41,C1697294345,4102637.12,4340401.53,C1026973279,1087849.14,850084.73,0,0
43,PAYMENT,22953.84,C971863029,30691.0,7737.16,M519253085,0.0,0.0,0,0
9,PAYMENT,25517.06,C1658786378,1289716.96,1264199.9,M2119685016,0.0,0.0,0,0
12,CASH_OUT,247874.36,C1209609770,0.0,0.0,C1292774338,2212830.63,2393884.6,0,0
43,CASH_IN,98049.46,C1518226052,9508.0,107557.46,C374114586,186305.78,88256.32,0,0
18,TRANSFER,311512.66,C608868324,10811.0,0.0,C74757285,408432.49,709737.98,0,0
16,PAYMENT,10611.38,C52439392,39636.0,29024.62,M566723317,0.0,0.0,0,0
15,CASH_IN,47103.55,C278132099,30644.0,77747.55,C1325785894,0.0,315898.95,0,0
17,CASH_OUT,207080.84,C229285587,0.0,0.0,C769777975,5182136.45,5335065.13,0,0
10,CASH_OUT,49148.7,C847699802,0.0,0.0,C1792210470,653333.65,0.0,0,0
15,CASH_IN,372330.65,C1990751424,144441.0,516771.65,C405918916,1623503.92,1251173.27,0,0
20,CASH_OUT,100912.03,C1613476063,51652.0,0.0,C1423619171,140623.32,241535.35,0,0
16,CASH_OUT,84173.48,C1498873560,0.0,0.0,C1369483292,97695.72,181869.2,0,0
42,CASH_OUT,35315.29,C106939149,10693.0,0.0,C345436168,0.0,81964.28,0,0
43,PAYMENT,31695.82,C1293523003,107989.0,76293.18,M58603358,0.0,0.0,0,0
14,CASH_IN,123183.6,C1472255480,31207.0,154390.6,C846553803,847838.85,1272836.9,0,0
94,PAYMENT,6828.78,C110654999,0.0,0.0,M1829150375,0.0,0.0,0,0
7,PAYMENT,11801.87,C1658443396,0.0,0.0,M884310148,0.0,0.0,0,0
37,CASH_OUT,557619.41,C1880597513,10511.0,0.0,C870360818,3509623.15,4067242.56,0,0
11,PAYMENT,17170.75,C53682814,0.0,0.0,M184628903,0.0,0.0,0,0
13,PAYMENT,4282.78,C816527416,223411.68,219128.9,M722256169,0.0,0.0,0,0
34,CASH_OUT,571293.63,C170461130,37782.41,0.0,C1897913877,2405040.35,2976333.98,0,0
23,TRANSFER,159716.91,C1999065053,16568.0,0.0,C1377628365,2768543.19,2928260.1,0,0
38,PAYMENT,8391.53,C180592591,355320.43,346928.91,M1917178311,0.0,0.0,0,0
39,CASH_IN,218502.56,C1773277243,8296149.02,8514651.58,C362180320,8784426.24,8565923.68,0,0
13,PAYMENT,7233.83,C1660186028,22412.11,15178.27,M1884625162,0.0,0.0,0,0
40,TRANSFER,92783.76,C1097462527,12032.0,0.0,C1626537029,23973.15,116756.91,0,0
15,CASH_OUT,409354.24,C436529790,55514.0,0.0,C1980837345,0.0,409354.24,0,0
44,CASH_OUT,176340.58,C873678855,0.0,0.0,C754634428,248172.59,424513.18,0,0
33,PAYMENT,19855.66,C1106884196,241664.04,221808.39,M150844323,0.0,0.0,0,0
14,CASH_IN,97615.98,C662002256,2235358.39,2332974.37,C252338509,259853.5,162237.51,0,0
43,PAYMENT,24150.12,C471761027,97067.2,72917.08,M615675335,0.0,0.0,0,0
13,TRANSFER,109572.41,C1390198740,1148497.89,1038925.49,C181495989,71432.61,65686.33,0,0
20,CASH_OUT,91689.96,C837177991,0.0,0.0,C1990129476,169243.72,433642.01,0,0
38,CASH_OUT,35929.03,C700731800,12339.0,0.0,C1241363875,0.0,35929.03,0,0
42,TRANSFER,246491.63,C946203403,11057.0,0.0,C272339484,545160.65,791652.28,0,0
14,CASH_IN,236683.41,C1308824418,0.0,236683.41,C414781003,915803.87,0.0,0,0
41,CASH_IN,141505.06,C104800201,14900000.0,15000000.0,C339799850,346336.96,204831.9,0,0
15,CASH_OUT,90717.42,C1422210656,0.0,0.0,C1185428321,1791661.59,1873150.98,0,0
15,CASH_OUT,99235.58,C2083883843,0.0,0.0,C774212941,289797.5,389033.08,0,0
